"","comorbid_condition","concept_id","concept_code","concept_name","vocabulary"
"806","Dementia",4048875,"15662003","Senile dementia","SNOMED CT"
"807","Cerebrovascular disease",4049659,"20908003","Subcortical hemorrhage","SNOMED CT"
"808","Chronic pulmonary disease",4051466,"233678006","Childhood asthma","SNOMED CT"
"809","Malignancy, except skin neoplasms",4054513,"126675008","Neoplasm of accessory sinus","SNOMED CT"
"810","Rheumatic disease",4055369,"196136009","Lung disease with polymyositis","SNOMED CT"
"811","Rheumatic disease",4055640,"196138005","Lung disease with systemic lupus erythematosus","SNOMED CT"
"812","Renal disease",4055899,"197714009","Chronic nephritic syndrome, dense deposit disease","SNOMED CT"
"813","Renal disease",4056462,"197613008","Chronic mesangial proliferative glomerulonephritis","SNOMED CT"
"814","Renal disease",4056480,"197715005","Chronic nephritic syndrome, diffuse crescentic glomerulonephritis","SNOMED CT"
"815","Peptic ulcer disease",4057953,"19850005","Acute gastric ulcer with perforation","SNOMED CT"
"816","Mild liver disease",4058696,"197364000","Central hemorrhagic necrosis of liver","SNOMED CT"
"817","Peptic ulcer disease",4059178,"16121001","Gastrojejunal ulcer","SNOMED CT"
"818","Mild liver disease",4059290,"197321007","Steatosis of liver","SNOMED CT"
"819","Renal disease",4059463,"197712008","Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis","SNOMED CT"
"820","Renal disease",4059584,"197713003","Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis","SNOMED CT"
"821","Rheumatic disease",4063581,"201436003","Drug-induced systemic lupus erythematosus","SNOMED CT"
"822","Mild liver disease",4064161,"19943007","Cirrhosis of liver","SNOMED CT"
"823","Chronic pulmonary disease",4066407,"17385007","Graphite fibrosis of lung","SNOMED CT"
"824","Malignancy, except skin neoplasms",4079282,"277589003","Myelodysplastic/myeloproliferative neoplasm with neutrophilia","SNOMED CT"
"825","Malignancy, except skin neoplasms",4079683,"277567002","T-cell prolymphocytic leukemia","SNOMED CT"
"826","Malignancy, except skin neoplasms",4079686,"277602003","Acute megakaryoblastic leukemia","SNOMED CT"
"827","Rheumatic disease",4079978,"276657008","Overlap syndrome","SNOMED CT"
"828","Rheumatic disease",4081250,"238935002","Dermatomyositis sine myositis","SNOMED CT"
"829","Malignancy, except skin neoplasms",4082487,"277613000","Cutaneous/peripheral T-cell lymphoma","SNOMED CT"
"830","Rheumatic disease",4083556,"239792003","Seronegative rheumatoid arthritis","SNOMED CT"
"831","Malignancy, except skin neoplasms",4089530,"187653008","Malignant tumor of lateral floor of mouth","SNOMED CT"
"832","Malignancy, except skin neoplasms",4089665,"187801002","Malignant tumor of peritoneum and retroperitoneum","SNOMED CT"
"833","Malignancy, except skin neoplasms",4089769,"187952001","Malignant neoplasm of pelvic bones, sacrum and coccyx","SNOMED CT"
"834","Malignancy, except skin neoplasms",4089860,"188030005","Malignant melanoma of lip","SNOMED CT"
"835","Malignancy, except skin neoplasms",4091486,"188256008","Malignant neoplasm of overlapping sites of urinary organs","SNOMED CT"
"836","Malignancy, except skin neoplasms",4091490,"188280007","Malignant neoplasm of cerebrum (excluding lobes and ventricles)","SNOMED CT"
"837","Malignancy, except skin neoplasms",4091621,"188326001","Malignant neoplasm of peripheral nerve of abdomen","SNOMED CT"
"838","Malignancy, except skin neoplasms",4091768,"188511002","Burkitt's lymphoma of intrathoracic lymph nodes","SNOMED CT"
"839","Malignancy, except skin neoplasms",4092223,"187906008","Malignant neoplasm of orbital bone","SNOMED CT"
"840","Malignancy, except skin neoplasms",4092513,"188157005","Malignant neoplasm of overlapping sites of breast","SNOMED CT"
"841","Malignancy, except skin neoplasms",4092515,"188180002","Primary malignant neoplasm of overlapping sites of cervix uteri","SNOMED CT"
"842","AIDS/HIV",4092686,"186708007","Human immunodeficiency virus infection with secondary clinical infectious disease","SNOMED CT"
"843","Malignancy, except skin neoplasms",4094260,"188321006","Malignant neoplasm of peripheral nerves and autonomic nervous system","SNOMED CT"
"844","Malignancy, except skin neoplasms",4094262,"188325002","Malignant neoplasm of peripheral nerve of thorax","SNOMED CT"
"845","Malignancy, except skin neoplasms",4094542,"188668006","Malignant mast cell sarcoma of spleen","SNOMED CT"
"846","Malignancy, except skin neoplasms",4094544,"188676008","Malignant lymphoma - mixed small and large cell","SNOMED CT"
"847","Malignancy, except skin neoplasms",4094548,"188718006","Extramedullary plasmacytoma","SNOMED CT"
"848","Malignancy, except skin neoplasms",4094863,"187752007","Malignant tumor of Meckel's diverticulum","SNOMED CT"
"849","Malignancy, except skin neoplasms",4095168,"188247000","Malignant neoplasm of overlapping sites of urinary bladder","SNOMED CT"
"850","Diabetes, without chronic complications",4095288,"26298008","Ketoacidotic coma due to diabetes mellitus","SNOMED CT"
"851","Malignancy, except skin neoplasms",4095304,"188339002","Malignant neoplasm of pituitary gland and craniopharyngeal duct","SNOMED CT"
"852","Malignancy, except skin neoplasms",4095312,"187692001","Malignant tumor of nasopharynx","SNOMED CT"
"853","Malignancy, except skin neoplasms",4095430,"187760008","Malignant neoplasm of rectum, rectosigmoid junction and anus","SNOMED CT"
"854","Malignancy, except skin neoplasms",4095442,"187828007","Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","SNOMED CT"
"855","Malignancy, except skin neoplasms",4095748,"188191009","Malignant neoplasm of fundus of corpus uteri","SNOMED CT"
"856","Malignancy, except skin neoplasms",4095892,"188322004","Malignant neoplasm of peripheral nerves of head, face and neck","SNOMED CT"
"857","Diabetes, without chronic complications",4096041,"190406000","Malnutrition-related diabetes mellitus with ketoacidosis","SNOMED CT"
"858","Diabetes, without chronic complications",4096042,"190412005","Malnutrition-related diabetes mellitus without complications","SNOMED CT"
"859","Diabetes, with chronic complications",4096670,"190407009","Malnutrition-related diabetes mellitus with renal complications","SNOMED CT"
"860","Diabetes, with chronic complications",4096671,"190410002","Malnutrition-related diabetes mellitus with peripheral circulatory complications","SNOMED CT"
"861","Malignancy, except skin neoplasms",4096968,"188669003","Mast cell malignancy of lymph nodes of multiple sites","SNOMED CT"
"862","Malignancy, except skin neoplasms",4097283,"188324003","Malignant neoplasm of peripheral nerves of lower limb, including hip","SNOMED CT"
"863","Malignancy, except skin neoplasms",4097284,"188327005","Malignant neoplasm of peripheral nerve of pelvis","SNOMED CT"
"864","Malignancy, except skin neoplasms",4097560,"188512009","Burkitt's lymphoma of intra-abdominal lymph nodes","SNOMED CT"
"865","Malignancy, except skin neoplasms",4098597,"190818004","Waldenström macroglobulinemia","SNOMED CT"
"866","Diabetes, without chronic complications",4099214,"190368000","Type 1 diabetes mellitus with ulcer","SNOMED CT"
"867","Diabetes, without chronic complications",4099651,"190389009","Type 2 diabetes mellitus with ulcer","SNOMED CT"
"868","Peptic ulcer disease",4101104,"2783007","Gastrojejunal ulcer without hemorrhage AND without perforation","SNOMED CT"
"869","Hemiplegia or paraplegia",4101738,"192966000","Flaccid paraplegia","SNOMED CT"
"870","Hemiplegia or paraplegia",4101739,"192967009","Spastic paraplegia","SNOMED CT"
"871","Peptic ulcer disease",4101870,"2807004","Chronic gastrojejunal ulcer with perforation","SNOMED CT"
"872","Hemiplegia or paraplegia",4102341,"192965001","Spastic tetraplegia","SNOMED CT"
"873","Hemiplegia or paraplegia",4102342,"192970008","Cauda equina syndrome","SNOMED CT"
"874","Rheumatic disease",4102493,"193180002","Polyneuropathy in rheumatoid arthritis","SNOMED CT"
"875","Hemiplegia or paraplegia",4104204,"29188005","Complete bilateral paralysis","SNOMED CT"
"876","Hemiplegia or paraplegia",4104848,"192964002","Flaccid tetraplegia","SNOMED CT"
"877","Rheumatic disease",4105026,"193252005","Myopathy due to scleroderma","SNOMED CT"
"878","Rheumatic disease",4107913,"193250002","Myopathy due to rheumatoid arthritis","SNOMED CT"
"879","Myocardial infarction",4108217,"194856005","Subsequent myocardial infarction","SNOMED CT"
"880","Myocardial infarction",4108218,"194858006","Subsequent myocardial infarction of inferior wall","SNOMED CT"
"881","Cerebrovascular disease",4108356,"195190007","Cerebral infarction due to embolism of cerebral arteries","SNOMED CT"
"882","Cerebrovascular disease",4108360,"195210002","Anterior cerebral artery syndrome","SNOMED CT"
"883","Myocardial infarction",4108677,"194857001","Subsequent myocardial infarction of anterior wall","SNOMED CT"
"884","Cerebrovascular disease",4108952,"195155004","Subarachnoid hemorrhage from carotid siphon and bifurcation","SNOMED CT"
"885","Chronic pulmonary disease",4110048,"195957006","Chronic bullous emphysema","SNOMED CT"
"886","Chronic pulmonary disease",4110051,"195977004","Mixed asthma","SNOMED CT"
"887","Chronic pulmonary disease",4110056,"196001008","Chronic obstructive pulmonary disease with acute lower respiratory infection","SNOMED CT"
"888","Cerebrovascular disease",4110185,"195168007","Intracerebral hemorrhage, intraventricular","SNOMED CT"
"889","Cerebrovascular disease",4110186,"195169004","Intracerebral hemorrhage, multiple localized","SNOMED CT"
"890","Cerebrovascular disease",4110189,"195185009","Cerebral infarct due to thrombosis of precerebral arteries","SNOMED CT"
"891","Cerebrovascular disease",4110190,"195186005","Cerebral infarction due to embolism of precerebral arteries","SNOMED CT"
"892","Cerebrovascular disease",4110192,"195189003","Cerebral infarction due to thrombosis of cerebral arteries","SNOMED CT"
"893","Cerebrovascular disease",4110194,"195209007","Middle cerebral artery syndrome","SNOMED CT"
"894","Cerebrovascular disease",4110195,"195211003","Posterior cerebral artery syndrome","SNOMED CT"
"895","Congestive heart failure",4110961,"194849004","Generalized ischemic myocardial dysfunction","SNOMED CT"
"896","Cerebrovascular disease",4111708,"195160000","Subarachnoid hemorrhage from vertebral artery","SNOMED CT"
"897","Cerebrovascular disease",4111709,"195176009","Non-traumatic subdural hemorrhage","SNOMED CT"
"898","Cerebrovascular disease",4111710,"195212005","Brainstem stroke syndrome","SNOMED CT"
"899","Cerebrovascular disease",4111711,"195213000","Cerebellar stroke syndrome","SNOMED CT"
"900","Cerebrovascular disease",4111714,"195230003","Cerebral infarction due to cerebral venous thrombosis, non-pyogenic","SNOMED CT"
"901","Cerebrovascular disease",4111716,"195233001","Occlusion and stenosis of anterior cerebral artery","SNOMED CT"
"902","Cerebrovascular disease",4111717,"195234007","Occlusion and stenosis of posterior cerebral artery","SNOMED CT"
"903","Cerebrovascular disease",4111720,"195240000","Sequelae of subarachnoid hemorrhage","SNOMED CT"
"904","Cerebrovascular disease",4111721,"195241001","Sequelae of intracerebral hemorrhage","SNOMED CT"
"905","Malignancy, except skin neoplasms",4111917,"254645002","Malignant mesothelioma of pleura","SNOMED CT"
"906","Moderate or severe liver disease",4111998,"195474004","Esophageal varices associated with another disorder","SNOMED CT"
"907","Cerebrovascular disease",4112020,"195200006","Carotid artery syndrome hemispheric","SNOMED CT"
"908","Cerebrovascular disease",4112023,"195232006","Occlusion and stenosis of middle cerebral artery","SNOMED CT"
"909","Cerebrovascular disease",4112024,"195235008","Occlusion and stenosis of cerebellar arteries","SNOMED CT"
"910","Cerebrovascular disease",4112026,"195243003","Sequelae of cerebral infarction","SNOMED CT"
"911","Chronic pulmonary disease",4112676,"196017002","Pneumoconiosis associated with tuberculosis","SNOMED CT"
"912","Malignancy, except skin neoplasms",4112734,"254611009","Malignant tumor of endocrine pancreas","SNOMED CT"
"913","Chronic pulmonary disease",4112814,"196053000","Chronic drug-induced interstitial lung disorders","SNOMED CT"
"914","Chronic pulmonary disease",4112826,"195953005","Mixed simple and mucopurulent chronic bronchitis","SNOMED CT"
"915","Malignancy, except skin neoplasms",4114198,"254969001","Malignant tumor of olfactory tract","SNOMED CT"
"916","Malignancy, except skin neoplasms",4114221,"255052006","Malignant tumor of unknown origin","SNOMED CT"
"917","Malignancy, except skin neoplasms",4114222,"255056009","Malignant tumor of head and neck","SNOMED CT"
"918","Rheumatic disease",4114439,"201766009","Rheumatoid arthritis of shoulder","SNOMED CT"
"919","Rheumatic disease",4115161,"287007001","Rheumatoid arthritis - hand joint","SNOMED CT"
"920","Malignancy, except skin neoplasms",4115271,"254601002","Sarcoma of liver","SNOMED CT"
"921","Rheumatic disease",4116150,"201775006","Rheumatoid arthritis of hip","SNOMED CT"
"922","Rheumatic disease",4116151,"201777003","Rheumatoid arthritis of knee","SNOMED CT"
"923","Malignancy, except skin neoplasms",4116235,"255072001","Malignant tumor of salivary gland","SNOMED CT"
"924","Malignancy, except skin neoplasms",4116238,"255077007","Malignant tumor of digestive organ","SNOMED CT"
"925","Rheumatic disease",4116440,"201769002","Rheumatoid arthritis of elbow","SNOMED CT"
"926","Rheumatic disease",4116441,"201771002","Rheumatoid arthritis of wrist","SNOMED CT"
"927","Rheumatic disease",4117686,"287006005","Rheumatoid arthritis of multiple joints","SNOMED CT"
"928","Rheumatic disease",4117687,"287008006","Rheumatoid arthritis - ankle and/or foot","SNOMED CT"
"929","Chronic pulmonary disease",4117865,"286964001","Radiation respiratory disease","SNOMED CT"
"930","Malignancy, except skin neoplasms",4118989,"302816009","Malignant tumor of soft tissue of head, face and neck","SNOMED CT"
"931","Chronic pulmonary disease",4119298,"233679003","Late onset asthma","SNOMED CT"
"932","Cerebrovascular disease",4121341,"302909007","Diffuse cerebrovascular disease","SNOMED CT"
"933","Malignancy, except skin neoplasms",4130672,"127016006","Neoplasm of multiple endocrine glands","SNOMED CT"
"934","Metastatic solid tumor",4130839,"127232002","Neoplasm of lymph node","SNOMED CT"
"935","Metastatic solid tumor",4130842,"127254000","Neoplasm of lymph nodes of upper limb","SNOMED CT"
"936","Metastatic solid tumor",4131304,"127245003","Neoplasm of intrathoracic lymph nodes","SNOMED CT"
"937","Metastatic solid tumor",4131422,"127250009","Neoplasm of intra-abdominal lymph nodes","SNOMED CT"
"938","Metastatic solid tumor",4131428,"127267002","Neoplasm of intrapelvic lymph node","SNOMED CT"
"939","Malignancy, except skin neoplasms",4131761,"126920004","Neoplasm of placenta","SNOMED CT"
"940","Diabetes, with chronic complications",4131908,"127014009","Peripheral angiopathy due to diabetes mellitus","SNOMED CT"
"941","Metastatic solid tumor",4131938,"127261001","Neoplasm of lymph node of lower limb","SNOMED CT"
"942","Metastatic solid tumor",4133007,"127274007","Neoplasm of lymph nodes of multiple sites","SNOMED CT"
"943","Malignancy, except skin neoplasms",4133599,"127225006","Chronic myelomonocytic leukemia","SNOMED CT"
"944","Malignancy, except skin neoplasms",4133600,"127230005","Neoplasm of spleen","SNOMED CT"
"945","Chronic pulmonary disease",4133623,"278976004","Bulla of lung","SNOMED CT"
"946","Hemiplegia or paraplegia",4134120,"128188000","Cerebral palsy","SNOMED CT"
"947","Peripheral vascular disease",4134603,"128321003","Vascular disorder of intestine","SNOMED CT"
"948","Mild liver disease",4135822,"31712002","Primary biliary cholangitis","SNOMED CT"
"949","Rheumatic disease",4135937,"31848007","CREST syndrome","SNOMED CT"
"950","Malignancy, except skin neoplasms",4137687,"425869007","Acute promyelocytic leukemia, FAB M3, in remission","SNOMED CT"
"951","Chronic pulmonary disease",4138760,"425969006","Exacerbation of intermittent asthma","SNOMED CT"
"952","Peptic ulcer disease",4138962,"32490005","Acute duodenal ulcer without hemorrhage AND without perforation","SNOMED CT"
"953","Malignancy, except skin neoplasms",4139054,"426370008","Subacute lymphoid leukemia in remission","SNOMED CT"
"954","Malignancy, except skin neoplasms",4139358,"426642002","Erythroleukemia, FAB M6 in remission","SNOMED CT"
"955","Diabetes, with chronic complications",4140466,"427027005","Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus","SNOMED CT"
"956","Hemiplegia or paraplegia",4141654,"426934001","Monoplegia of lower limb affecting non-dominant side","SNOMED CT"
"957","Chronic pulmonary disease",4142738,"427295004","Moderate persistent asthma","SNOMED CT"
"958","Malignancy, except skin neoplasms",4142878,"427374007","Immunoproliferative neoplasm in remission","SNOMED CT"
"959","Rheumatic disease",4142899,"33719002","Subcutaneous rheumatoid nodule","SNOMED CT"
"960","Chronic pulmonary disease",4143828,"426979002","Mild persistent asthma","SNOMED CT"
"961","Malignancy, except skin neoplasms",4143848,"427056005","Subacute leukemia in remission","SNOMED CT"
"962","Diabetes, with chronic complications",4143857,"427571000","Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus","SNOMED CT"
"963","Cerebrovascular disease",4144154,"425957003","Non-traumatic intracerebral ventricular hemorrhage","SNOMED CT"
"964","Hemiplegia or paraplegia",4144328,"426167003","Monoplegia of lower limb affecting dominant side","SNOMED CT"
"965","Rheumatic disease",4145240,"307755009","Renal tubulo-interstitial disorder due to systemic lupus erythematosus","SNOMED CT"
"966","Chronic pulmonary disease",4145356,"426656000","Severe persistent asthma","SNOMED CT"
"967","Chronic pulmonary disease",4145497,"266361008","Intrinsic asthma","SNOMED CT"
"968","Peptic ulcer disease",4146517,"3483000","Chronic peptic ulcer with perforation","SNOMED CT"
"969","Chronic pulmonary disease",4146581,"427679007","Mild intermittent asthma","SNOMED CT"
"970","Renal disease",4146996,"35546006","Mesangial proliferative glomerulonephritis","SNOMED CT"
"971","Metastatic solid tumor",4147162,"269473008","Metastatic malignant neoplasm to respiratory and digestive systems","SNOMED CT"
"972","Malignancy, except skin neoplasms",4147164,"269475001","Malignant tumor of lymphoid hemopoietic and related tissue","SNOMED CT"
"973","Malignancy, except skin neoplasms",4147411,"308121000","Follicular lymphoma","SNOMED CT"
"974","Peptic ulcer disease",4147683,"30514008","Acute gastrojejunal ulcer without hemorrhage AND without perforation","SNOMED CT"
"975","Chronic pulmonary disease",4148124,"266356006","Atrophic (senile) emphysema","SNOMED CT"
"976","Cerebrovascular disease",4148906,"270907008","Spontaneous subarachnoid hemorrhage","SNOMED CT"
"977","Malignancy, except skin neoplasms",4149840,"269476000","Nodular lymphoma","SNOMED CT"
"978","Malignancy, except skin neoplasms",4149851,"269580008","Malignant melanoma of upper limb","SNOMED CT"
"979","Rheumatic disease",4149913,"309762007","Systemic lupus erythematosus with pericarditis","SNOMED CT"
"980","Peptic ulcer disease",4150681,"31301004","Chronic gastric ulcer with perforation","SNOMED CT"
"981","Malignancy, except skin neoplasms",4151263,"269581007","Malignant melanoma of lower limb","SNOMED CT"
"982","Dementia",4152048,"268612007","Senile and presenile organic psychotic conditions","SNOMED CT"
"983","Diabetes, without chronic complications",4152858,"314893005","Type 1 diabetes mellitus with arthropathy","SNOMED CT"
"984","Chronic pulmonary disease",4152913,"370221004","Severe asthma","SNOMED CT"
"985","Cerebrovascular disease",4153380,"371160000","Disorder of carotid artery","SNOMED CT"
"986","Malignancy, except skin neoplasms",4153890,"269579005","Malignant melanoma of trunk","SNOMED CT"
"987","Malignancy, except skin neoplasms",4155171,"371996000","Primary malignant neoplasm of lip","SNOMED CT"
"988","Malignancy, except skin neoplasms",4156114,"371975007","Primary malignant neoplasm of border of tongue","SNOMED CT"
"989","Malignancy, except skin neoplasms",4157454,"372110008","Primary malignant neoplasm of lower lobe, bronchus or lung","SNOMED CT"
"990","Malignancy, except skin neoplasms",4158563,"373089009","Primary malignant neoplasm of upper inner quadrant of breast","SNOMED CT"
"991","Mild liver disease",4159144,"371067004","Hepatopulmonary syndrome","SNOMED CT"
"992","Cerebrovascular disease",4159164,"371158002","Disorder of basilar artery","SNOMED CT"
"993","Metastatic solid tumor",4160276,"430556008","Malignant neoplasm of genital structure","SNOMED CT"
"994","Malignancy, except skin neoplasms",4160342,"371481006","Neoplasm of eye region","SNOMED CT"
"995","Malignancy, except skin neoplasms",4162115,"371963002","Primary malignant neoplasm of adrenal cortex","SNOMED CT"
"996","Malignancy, except skin neoplasms",4162253,"372137005","Primary malignant neoplasm of breast","SNOMED CT"
"997","Rheumatic disease",4162539,"398640008","Rheumatoid arthritis with pneumoconiosis","SNOMED CT"
"998","Malignancy, except skin neoplasms",4162859,"371966005","Primary malignant neoplasm of adrenal medulla","SNOMED CT"
"999","Malignancy, except skin neoplasms",4162860,"371971003","Primary malignant neoplasm of body of uterus","SNOMED CT"
"1000","Congestive heart failure",4163710,"399020009","Dilated cardiomyopathy","SNOMED CT"
"1001","Peptic ulcer disease",4163865,"45485004","Acute peptic ulcer without hemorrhage AND without perforation","SNOMED CT"
"1002","Cerebrovascular disease",4164092,"29322000","Acute cerebrovascular insufficiency","SNOMED CT"
"1003","Peptic ulcer disease",4164920,"45640006","Chronic gastrojejunal ulcer with hemorrhage and perforation","SNOMED CT"
"1004","Peptic ulcer disease",4169592,"48974009","Acute gastric ulcer with hemorrhage and perforation","SNOMED CT"
"1005","Malignancy, except skin neoplasms",4170421,"420120006","Gastrointestinal stromal tumor","SNOMED CT"
"1006","Congestive heart failure",4172864,"276514007","Neonatal cardiac failure","SNOMED CT"
"1007","Peptic ulcer disease",4173408,"49916007","Chronic duodenal ulcer with perforation","SNOMED CT"
"1008","Hemiplegia or paraplegia",4173811,"275468009","Congenital quadriplegia","SNOMED CT"
"1009","Malignancy, except skin neoplasms",4173963,"277571004","B-cell acute lymphoblastic leukemia","SNOMED CT"
"1010","Malignancy, except skin neoplasms",4173974,"277619001","B-cell prolymphocytic leukemia","SNOMED CT"
"1011","Peptic ulcer disease",4174044,"49232000","Chronic peptic ulcer with hemorrhage","SNOMED CT"
"1012","Diabetes, with chronic complications",4174977,"4855003","Retinopathy due to diabetes mellitus","SNOMED CT"
"1013","Diabetes, with chronic complications",4175440,"50620007","Autonomic neuropathy due to diabetes mellitus","SNOMED CT"
"1014","Cerebrovascular disease",4176892,"49422009","Cortical hemorrhage","SNOMED CT"
"1015","Malignancy, except skin neoplasms",4177112,"363432004","Malignant tumor of trachea","SNOMED CT"
"1016","Malignancy, except skin neoplasms",4177113,"363438000","Malignant neoplasm of vertebral column","SNOMED CT"
"1017","Malignancy, except skin neoplasms",4177236,"363484005","Malignant tumor of pelvis","SNOMED CT"
"1018","Malignancy, except skin neoplasms",4177242,"363504005","Malignant tumor of lower limb","SNOMED CT"
"1019","Peptic ulcer disease",4177387,"4269005","Chronic gastrojejunal ulcer without hemorrhage AND without perforation","SNOMED CT"
"1020","Chronic pulmonary disease",4177944,"4981000","Panacinar emphysema","SNOMED CT"
"1021","Malignancy, except skin neoplasms",4179720,"363745004","Primary malignant neoplasm of gastrointestinal tract","SNOMED CT"
"1022","Cerebrovascular disease",4179912,"297157005","Thrombus of intracranial vein","SNOMED CT"
"1023","Cerebrovascular disease",4180158,"363137000","Hereditary disorder by system","SNOMED CT"
"1024","Dementia",4180284,"429458009","Dementia due to Creutzfeldt Jakob disease","SNOMED CT"
"1025","Malignancy, except skin neoplasms",4180312,"363227003","Neoplasm of extremity","SNOMED CT"
"1026","Malignancy, except skin neoplasms",4180790,"363406005","Malignant tumor of colon","SNOMED CT"
"1027","Malignancy, except skin neoplasms",4180793,"363418001","Malignant tumor of pancreas","SNOMED CT"
"1028","Malignancy, except skin neoplasms",4181485,"363503004","Malignant tumor of upper limb","SNOMED CT"
"1029","Dementia",4182210,"52448006","Dementia","SNOMED CT"
"1030","Malignancy, except skin neoplasms",4187850,"373088001","Primary malignant neoplasm of upper outer quadrant of breast","SNOMED CT"
"1031","Malignancy, except skin neoplasms",4187851,"373090000","Primary malignant neoplasm of lower inner quadrant of breast","SNOMED CT"
"1032","Malignancy, except skin neoplasms",4188545,"373091001","Primary malignant neoplasm of lower outer quadrant of breast","SNOMED CT"
"1033","Congestive heart failure",4190773,"415295002","Restrictive cardiomyopathy","SNOMED CT"
"1034","Cerebrovascular disease",4190891,"390936003","Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy","SNOMED CT"
"1035","Chronic pulmonary disease",4191479,"389145006","Allergic asthma","SNOMED CT"
"1036","Diabetes, with chronic complications",4191611,"39058009","Lumbosacral radiculoplexus neuropathy due to diabetes mellitus","SNOMED CT"
"1037","Diabetes, without chronic complications",4193704,"313436004","Type 2 diabetes mellitus without complication","SNOMED CT"
"1038","Peptic ulcer disease",4194543,"79118000","Acute peptic ulcer with perforation","SNOMED CT"
"1039","Peptic ulcer disease",4195231,"67964002","Acute gastric ulcer without hemorrhage AND without perforation","SNOMED CT"
"1040","Congestive heart failure",4195785,"44313006","Right heart failure secondary to left heart failure","SNOMED CT"
"1041","Chronic pulmonary disease",4195892,"79955004","Chronic cor pulmonale","SNOMED CT"
"1042","Diabetes, without chronic complications",4196141,"314903002","Arthropathy due to type 2 diabetes mellitus","SNOMED CT"
"1043","Chronic pulmonary disease",4196950,"51277007","Stannosis","SNOMED CT"
"1044","Peptic ulcer disease",4198381,"51868009","Ulcer of duodenum","SNOMED CT"
"1045","Peptic ulcer disease",4204555,"5492000","Chronic peptic ulcer without hemorrhage AND without perforation","SNOMED CT"
"1046","Peptic ulcer disease",4206315,"55483002","Chronic gastric ulcer with perforation AND with obstruction","SNOMED CT"
"1047","Peptic ulcer disease",4209746,"56776001","Duodenal ulcer without hemorrhage AND without perforation","SNOMED CT"
"1048","Peptic ulcer disease",4211001,"57246001","Chronic gastric ulcer with hemorrhage","SNOMED CT"
"1049","Malignancy, except skin neoplasms",4212994,"414166008","Extranodal NK/T-cell lymphoma, nasal type","SNOMED CT"
"1050","Cerebrovascular disease",4213731,"80606009","Carotid artery embolism","SNOMED CT"
"1051","Congestive heart failure",4215802,"71892000","Cardiac asthma","SNOMED CT"
"1052","Malignancy, except skin neoplasms",4216139,"415112005","Plasmacytoma","SNOMED CT"
"1053","Peptic ulcer disease",4217947,"81387001","Acute gastrojejunal ulcer with hemorrhage and perforation","SNOMED CT"
"1054","Dementia",4218017,"416780008","Primary degenerative dementia of the Alzheimer type, presenile onset","SNOMED CT"
"1055","Dementia",4220313,"416975007","Primary degenerative dementia of the Alzheimer type, senile onset","SNOMED CT"
"1056","Chronic pulmonary disease",4221139,"8247009","Berylliosis","SNOMED CT"
"1057","Diabetes, with chronic complications",4221495,"420756003","Cataract due to diabetes mellitus type 2","SNOMED CT"
"1058","Diabetes, without chronic complications",4221933,"420996007","Coma due to malnutrition-related diabetes mellitus","SNOMED CT"
"1059","Diabetes, with chronic complications",4222415,"420436000","Mononeuropathy due to type 2 diabetes mellitus","SNOMED CT"
"1060","Diabetes, with chronic complications",4222876,"421631007","Gangrene due to type 2 diabetes mellitus","SNOMED CT"
"1061","Peptic ulcer disease",4222896,"40214005","Chronic duodenal ulcer without hemorrhage AND without perforation","SNOMED CT"
"1062","Diabetes, with chronic complications",4223303,"420825003","Gangrene due to type 1 diabetes mellitus","SNOMED CT"
"1063","Diabetes, without chronic complications",4224254,"421075007","Ketoacidotic coma due to type 1 diabetes mellitus","SNOMED CT"
"1064","Diabetes, with chronic complications",4224419,"421256007","Disorder of eye due to malnutrition related diabetes mellitus","SNOMED CT"
"1065","Diabetes, with chronic complications",4224879,"420683009","Disorder of nervous system due to malnutrition related diabetes mellitus","SNOMED CT"
"1066","Diabetes, with chronic complications",4225055,"420918009","Mononeuropathy due to type 1 diabetes mellitus","SNOMED CT"
"1067","Diabetes, with chronic complications",4225656,"421920002","Cataract due to diabetes mellitus type 1","SNOMED CT"
"1068","Malignancy, except skin neoplasms",4225982,"421418009","Mature T-cell AND/OR NK cell neoplasm","SNOMED CT"
"1069","Diabetes, without chronic complications",4226238,"422126006","Hyperosmolar coma due to diabetes mellitus","SNOMED CT"
"1070","Diabetes, with chronic complications",4226354,"422275004","Gangrene due to diabetes mellitus","SNOMED CT"
"1071","Diabetes, without chronic complications",4226798,"421725003","Hypoglycemic coma due to diabetes mellitus","SNOMED CT"
"1072","Diabetes, with chronic complications",4227210,"420789003","Retinopathy due to type 1 diabetes mellitus","SNOMED CT"
"1073","Diabetes, without chronic complications",4228112,"421437000","Hypoglycemic coma due to type 1 diabetes mellitus","SNOMED CT"
"1074","Dementia",4228133,"421529006","Dementia with AIDS (acquired immunodeficiency syndrome)","SNOMED CT"
"1075","Diabetes, without chronic complications",4228443,"421847006","Ketoacidotic coma due to type 2 diabetes mellitus","SNOMED CT"
"1076","Congestive heart failure",4229440,"88805009","Chronic congestive heart failure","SNOMED CT"
